folio_hash,estatus_pago,mes_ingreso_factura,tipo_suministro,region,tipo_dispositivo,coordinacion_administrativa,estado,municipio,fecha_instalacion,dias_pagar_junio,dias_pendientes,monto_reactivacion_mes_pausa,dias_mes,precio_unitario,precio_por_dia,dias_facturar,reactivacion_marzo,reactivacion_abril,reactivacion_mayo,reactivacion_junio,renta_junio_total,iva_16,total
F-4F647FF258,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_SLP,SAN LUIS POTOSI,SAN LUIS POTOSI,19/02/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-64CF2CBBD5,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_CHIS,CHIAPAS,TUXTLA GUTIERREZ,07/06/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-724A085497,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_CDMX,CIUDAD DE MEXICO,MIGUEL HIDALGO,30/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-269117622B,PAUSADO (MAYO 2026),,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,16/08/2023,,11,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-B62A202EAA,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRMSG,CIUDAD DE MEXICO,CUAUHTÉMOC,13/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-80BD955DDF,AUTORIZADO,MARZO_25,,1,Teclado y raton inalambricos,INACIPE,CIUDAD DE MEXICO,TLALPAN,13/03/2025,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-61ECF31900,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,24/03/2023,,9,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-D05F275C01,DEVOLUCION (FRACCION DE SALIDA)_se reactiva PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,24/04/2023,,9,$176.32,30,$607.34,$20.24,-,-,-,$176.32,$344.16,$520.48,$83.28,$603.76
F-EF3EBB95F3,AUTORIZADO,ENERO_2026,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,10/12/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-5E2FE3629F,AUTORIZADO (EQ PENDIENTE DE CONFIRMAR DEVOLUCION A PROVEEDOR),ENERO_25,,1,Computadora Portatil Estandar,UEITICS,CIUDAD DE MEXICO,CUAUHTEMOC,10/01/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-B4AF9DD66D,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,SA_CDMX,CIUDAD DE MEXICO,GUSTAVO A. MADERO,08/05/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-69B10BF82E,AUTORIZADO,MARZO_25,,1,Computadora Portatil Estandar,SA_TLAX,TLAXCALA,TLAXCALA,17/02/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-490091C256,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,TIJUANA,18/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-150F9BA847,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Computadora Portatil Estandar,SA_OAX,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,19/10/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-463A2BE822,AUTORIZADO,,"""776""_INICIAL",1,Computadora Portatil Estandar,AIC_QRO,QUERETARO,SAN JUAN DEL RIO,08/06/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-6664DDD8C3,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,11/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-4C39FC8B56,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_COL,COLIMA,COLIMA,15/01/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-8500DF1378,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRHO,CIUDAD DE MEXICO,CUAUHTÉMOC,17/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-5C21CB089C,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-938DAE7666,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,CDMX,CIUDAD DE MEXICO,CUAUHTEMOC,11/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-94DBADBD9A,AUTORIZADO,ABRIL_25,BAJO DEMANDA,1,Computadora Portatil Estandar,INACIPE,CIUDAD DE MEXICO,TLALPAN,01/04/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-E4BA5CF92F,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_CHIH,CHIHUAHUA,JUAREZ,04/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-094F55AAAB,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora Portatil Estandar,SA_JAL,JALISCO,EL GRULLO,28/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-7F2D0407C4,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_SON,SONORA,HERMOSILLO,05/01/2024,20,10,,30,$29.68,$0.99,20,$-,$-,$-,$-,$19.79,$3.17,$22.95
F-D4EDC63A4E,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_MOR,MORELOS,CUERNAVACA,08/12/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-392E72134B,AUTORIZADO,OCT_24,,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,01/12/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-2311CE2557,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_SIN,SINALOA,CULIACAN,18/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-B687ED7EB2,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,25/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-CDAAFAFF10,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_ZAC,ZACATECAS,ZACATECAS,07/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-36185B7B5C,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,24/08/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-5430362D50,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTÉMOC,24/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-BE544241E2,PAUSADO (MAYO 2026),,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,17/08/2023,,11,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-ED5DBAC431,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_EDOMEX,MEXICO,TEXCOCO,19/10/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-4FDAA03AED,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_CDMX,CIUDAD DE MEXICO,XOCHIMILCO,14/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-42A1708352,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,TIJUANA,24/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-69A6DB0C1F,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,12/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-2887142D73,AUTORIZADO,AGOSTO_25,BAJO DEMANDA,1,Computadora de Escritorio Estandar,UESII,CIUDAD DE MEXICO,CUAUHTEMOC,15/07/2025,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-E7B31D052B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_SIN,SINALOA,CULIACAN,03/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-EDF316CB2B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTÉMOC,17/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-914E6BE3EC,AUTORIZADO,OCT_24,,3,Teclado y raton inalambricos,SA_OAX,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,05/10/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-3431BD6E36,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,CGSP,SONORA,HERMOSILLO,20/02/2024,20,10,,30,$29.68,$0.99,20,$-,$-,$-,$-,$19.79,$3.17,$22.95
F-0325F94EA3,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,28/03/2023,,,,30,$664.99,$22.17,4,$-,$-,$-,$-,$88.67,$14.19,$102.85
F-0B99B84BAE,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTÉMOC,30/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-7C58E4420A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora Portatil Estandar,SA_OAX,OAXACA,SALINA CRUZ,02/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-77C3ADEFB5,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,FISEL,CIUDAD DE MEXICO,ALVARO OBREGON,25/03/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-128BC6627C,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_GTO,GUANAJUATO,CELAYA,26/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-ED2A39D0E4,PAUSADO (JUNIO 2026),NOV_24,,1,Teclado y raton inalambricos,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/03/2024,29,1,,30,$29.68,$0.99,29,$-,$-,$-,$-,$28.69,$4.59,$33.28
F-65E7DB78B8,PAUSADO (MAYO 2026),,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,14/08/2023,,11,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-6D4B7F6A9D,PAUSADO (MAYO 2026),ENERO_25,,1,Monitor 24 pulgadas,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$91.12,$3.04,0,-,-,-,,$-,$-,$-
F-199B1C823B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,31/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-F94D2D1CB2,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,3,Teclado y raton inalambricos,SA_CAMP,CAMPECHE,CARMEN,12/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-4D44113EE2,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTÉMOC,24/03/2023,15,15,,30,$607.34,$20.24,15,$-,$-,$-,$-,$303.67,$48.59,$352.26
F-5143A1DD16,AUTORIZADO,ENERO_25,,1,Teclado y raton inalambricos,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,03/12/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-45F00F555C,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTÉMOC,22/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-06F4257A4D,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_QRO,QUERETARO,SAN JUAN DEL RIO,02/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-E326A90E0E,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SJAI,CIUDAD DE MEXICO,CUAUHTEMOC,29/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-C7F02D83F1,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_CHIS,CHIAPAS,COMITAN DE DOMINGUEZ,31/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-51C5429A79,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_MOR,MORELOS,CUERNAVACA,07/12/2023,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-0ACD4327F5,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_QRO,QUERETARO,QUERÉTARO,12/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-B46642D4AA,AUTORIZADO,ABRIL_25,BAJO DEMANDA,1,Teclado y raton inalambricos,INACIPE,CIUDAD DE MEXICO,TLALPAN,14/03/2025,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-C6603C662B,PAUSADO (JUNIO 2026),NOV_24,,1,Teclado y raton inalambricos,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2024,16,14,,30,$29.68,$0.99,16,$-,$-,$-,$-,$15.83,$2.53,$18.36
F-10D102262B,PAUSADO (MAYO 2026),,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,10/04/2023,,5,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-8117C8FC47,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,29/03/2023,,,,30,$664.99,$22.17,4,$-,$-,$-,$-,$88.67,$14.19,$102.85
F-9D0C65B612,AUTORIZADO (PAGO REACTIVADO)_abril,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGFP,CIUDAD DE MEXICO,CUAUHTEMOC,16/05/2023,,7,$141.71,30,$607.34,$20.24,0,-,$141.71,$607.34,$607.34,"$1,356.39",$217.02,"$1,573.42"
F-41C84D6860,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CGSP,CIUDAD DE MEXICO,CUAUHTEMOC,24/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-02D9942CF3,PAUSADO (MAYO 2026),JUNIO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,INACIPE,CIUDAD DE MEXICO,TLALPAN,02/05/2025,,12,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-477EE5C247,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_CDMX,CIUDAD DE MEXICO,CUAUHTÉMOC,17/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-422FA0180B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,24/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-9E9CC95D03,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,02/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-C791AA1C29,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGSI,CIUDAD DE MEXICO,MIGUEL HIDALGO,31/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-538BA4C741,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTÉMOC,23/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-900AB8ACFE,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,FESC,CIUDAD DE MEXICO,ALVARO OBREGON,06/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-BE7C8F4BFD,AUTORIZADO (PAGO REACTIVADO)_mayo,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_GRO,GUERRERO,CHILPANCINGO DE LOS BRAVO,14/12/2023,,4,$11.76,30,$91.12,$3.04,0,-,-,$11.76,$91.12,$102.88,$16.46,$119.34
F-502B0062A3,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Monitor 24 pulgadas,SA_CHIH,CHIHUAHUA,JUAREZ,06/12/2023,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-B43EB5A0A4,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,31/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D7DAB1B0FB,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_SON,SONORA,HERMOSILLO,23/01/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-4092F9E3C2,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGCS,CIUDAD DE MEXICO,CUAUHTÉMOC,22/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-F4962E7E9B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CECC,CIUDAD DE MEXICO,CUAUHTÉMOC,28/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-307AF3EA8B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_TAMPS,TAMAULIPAS,REYNOSA,03/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-720DF4CE56,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_COL,COLIMA,MANZANILLO,14/02/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-9B84C789B9,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_CHIH,CHIHUAHUA,JUÁREZ,28/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-1C73269AA5,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,CGSP,SONORA,HERMOSILLO,20/02/2024,20,10,,30,$91.12,$3.04,20,$-,$-,$-,$-,$60.75,$9.72,$70.47
F-427CF6F0E1,PAUSADO (JUNIO 2026),NOV_24,,1,Teclado y raton inalambricos,CA_FEMDH,CIUDAD DE MEXICO,MIGUEL HIDALGO,13/03/2024,16,14,,30,$29.68,$0.99,16,$-,$-,$-,$-,$15.83,$2.53,$18.36
F-CC3E4BC092,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTÉMOC,05/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-49B38EC54B,AUTORIZADO,MAYO_2026,BAJO DEMANDA,1,Teclado y raton inalambricos,UEPT,CIUDAD DE MEXICO,CUAUHTEMOC,07/04/2026,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-F86C80EBC4,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_SIN,SINALOA,CULIACAN,06/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-C20688E36E,AUTORIZADO,ABRIL_25,BAJO DEMANDA,1,Teclado y raton inalambricos,INACIPE,CIUDAD DE MEXICO,TLALPAN,31/03/2025,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-265462C5C2,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRMSG,CIUDAD DE MEXICO,CUAUHTÉMOC,10/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-0B2F871C9B,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_COAH,COAHUILA,TORREON,13/12/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-41DFCB3ED7,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,07/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-1F6C877720,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_COAH,COAHUILA,TORREÓN,26/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D9C4865658,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_QRO,QUERETARO,QUERETARO,12/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-09531D0E05,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CAOF,CIUDAD DE MEXICO,CUAUHTEMOC,23/03/2023,,11,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-BC02DECD2E,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_SON,SONORA,NOGALES,02/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-796DE9E26F,PAUSADO (MAYO 2026),JUNIO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,INACIPE,CIUDAD DE MEXICO,TLALPAN,02/05/2025,,12,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-626A372C9B,AUTORIZADO,NOV_24,,1,Computadora Portatil Estandar,SA_EDOMEX,MEXICO,TOLUCA,25/04/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-1454974BE6,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_JAL,JALISCO,GUADALAJARA,12/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-EE9F7658E4,PAUSADO (JUNIO 2026),NOV_24,,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/03/2024,29,1,,30,$91.12,$3.04,29,$-,$-,$-,$-,$88.08,$14.09,$102.18
F-1C12FA6C62,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_COL,COLIMA,TECOMAN,31/01/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-FDFA620E5B,PAUSADO (JUNIO 2026),,"""776""_INICIAL",1,Computadora de Escritorio Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,22/06/2023,22,8,,30,$607.34,$20.24,22,$-,$-,$-,$-,$445.38,$71.26,$516.64
F-8F39064914,DEVOLUCION (FRACCION DE SALIDA),SEP_COMP_24,BAJO DEMANDA,1,Computadora de Escritorio Estandar,FEMCC,CIUDAD DE MEXICO,CUAUHTEMOC,31/01/2024,,,,30,$607.34,$20.24,2,$-,$-,$-,$-,$40.49,$6.48,$46.97
F-FD3CB2B3F9,PAUSADO (JUNIO 2026),ENERO_2026,BAJO DEMANDA,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,11/12/2025,15,15,,30,$29.68,$0.99,15,$-,$-,$-,$-,$14.84,$2.37,$17.21
F-F2F1B90A2B,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/03/2024,15,15,,30,$29.68,$0.99,15,$-,$-,$-,$-,$14.84,$2.37,$17.21
